Top_p,Entropy,Top_10
0.9232937097549438,0.3202489912509918,"[0.9232937097549438, 0.049963027238845825, 0.02674328163266182, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
0.7391716837882996,0.5739215016365051,"[0.7391716837882996, 0.26082828640937805, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
0.1895676851272583,2.150376558303833,"[0.1895676851272583, 0.15391650795936584, 0.15391650795936584, 0.12497056275606155, 0.12497056275606155, 0.1014682725071907, 0.054312050342559814, 0.035804662853479385, 0.035804662853479385, 0.012634236365556717]"
0.7159208059310913,0.6956338882446289,"[0.7159208059310913, 0.25262385606765747, 0.03145536407828331, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
0.3023303151130676,1.5742024183273315,"[0.3023303151130676, 0.3023303151130676, 0.1618257611989975, 0.10668198019266129, 0.10668198019266129, 0.02014959789812565, 0.0, 0.0, 0.0, 0.0]"
0.8892729878425598,0.3480327129364013,"[0.8892729878425598, 0.11072707176208496, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
0.2292794734239578,2.067549705505371,"[0.22927947342395782, 0.1861598789691925, 0.1861598789691925, 0.12272446602582932, 0.09964420646429062, 0.03516114875674248, 0.03516114875674248, 0.03516114875674248, 0.02854854054749012, 0.02317962795495987]"
0.6513549089431763,0.6466038823127747,"[0.6513549089431763, 0.3486451506614685, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
0.8892725706100464,0.3480335474014282,"[0.8892725706100464, 0.1107274517416954, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
1.0,1.1920930376163597e-07,"[1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
0.8411310911178589,0.4377895295619964,"[0.8411310911178589, 0.1588689386844635, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
0.9486642479896544,0.2024296224117279,"[0.9486642479896545, 0.05133573338389397, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
1.0,1.1920930376163597e-07,"[1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
